pl_name,hostname,disposition,disp_refname,discoverymethod,disc_facility,soltype,pl_refname,st_refname,sy_refname,rastr,decstr,rowupdate,pl_pubdate,releasedate,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,flux__sum_values,flux__median,flux__mean,flux__length,flux__standard_deviation,flux__variance,flux__root_mean_square,flux__maximum,flux__absolute_maximum,flux__minimum
EPIC 211919842.01,EPIC 211919842,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h45m36.58s,+19d01m20.80s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,9.510911,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,3941.0,122.0,-122.0,0.0,0.777317,0.052,-0.045,0.0,0.61,0.0,4.4422,0.0748335,-0.0753969999999999,0.0,131.4024049,19.0224447,407.382,12.939,-12.178,16.139,0.103,-0.103,12.511,0.023,-0.023,15.5892,0.000419,-0.000419,3620.0151825047697,0.99994973588477,1.000004194062091,3620.0,0.0008755279592634,7.665492074520035e-07,1.000004577335014,1.0043233295176872,1.0043233295176872,0.9962039346116466
EPIC 211920462.01,EPIC 211920462,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m29.50s,+19d01m55.86s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,9.516793,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,5298.0,114.835,-111.925,0.0,0.9,0.052,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,130.8728991,19.0321833,1930.83,828.47,-578.01,19.9478,0.0476,-0.0476,11.075,0.023,-0.023,19.8787,0.003701,-0.003701,3621.177638439832,0.9998742141071956,1.0006017238021088,3619.0,0.0216586367705594,0.000469096546759,1.00083610357666,1.1078345825307263,1.1078345825307263,0.9285117435558932
EPIC 211920528.01,EPIC 211920528,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m30.34s,+19d01m58.85s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,9.48658,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,6119.69,147.26,-125.16,0.0,1.76772,0.094093,-0.101887,0.0,1.15,0.0,4.00394,0.07618,-0.102597,0.0,131.1264326,19.0330138,641.363,17.137,-16.283,12.455,0.092,-0.092,11.034,0.019,-0.019,12.2771,0.000139,-0.000139,3442.00032205965,0.9999991825226504,1.0000000935675917,3442.0,9.227341157473594e-05,8.514382483640613e-09,1.0000000978247825,1.000392793302234,1.000392793302234,0.9995972006315148
EPIC 211920604.01,EPIC 211920604,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m50.99s,+19d02m02.61s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,9.487929,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,6214.0,119.66,-140.05,0.0,2.65019,0.194695,-0.151355,0.0,1.2,0.0,3.6707,0.117415,-0.074213,0.0,130.9624675,19.0340576,981.161,43.739,-40.225,12.447,0.08,-0.08,10.972,0.019,-0.019,12.2618,0.00014,-0.00014,3442.988159555747,1.0000036090105544,0.9999965610095112,3443.0,0.0001355396433351,1.8370994915423364e-08,0.9999965701950402,1.0005912561838657,1.0005912561838657,0.9993501099191234
EPIC 211920811.01,EPIC 211920811,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m13.72s,+19d02m12.83s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,9.49259,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,4645.01,26.42,-26.42,0.0,7.25626,0.052,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,130.8071744,19.0368972,1514.47,91.915,-91.915,12.832,0.114,-0.114,10.227,0.022,-0.022,12.5,0.000132,-0.000132,3446.0061162839693,0.9999984939090848,1.000001774893781,3446.0,0.0003736066116344,1.3958190025697274e-07,1.0000018446846046,1.0013658491251043,1.0013658491251043,0.9984173982171172
EPIC 211925181.01,EPIC 211925181,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h23m51.39s,+19d06m03.25s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,8.841,0.0016,-0.002,0.0,2.43,0.38,-0.61,0.0,0.217,0.034,-0.054,0.0,0.0,5298.0,114.835,-111.925,0.0,0.584,0.067,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,125.9641071,19.1009014,444.665,9.561,-9.561,15.994,0.206,-0.206,13.035,0.026,-0.026,15.6609,0.000581,-0.000581,3431.1048763699564,0.9999703108385616,1.0000305672894072,3431.0,0.0011350989769896,1.2884496875629431e-06,1.000031211494352,1.00540381114011,1.00540381114011,0.9943593151368424
EPIC 211925595.01,EPIC 211925595,CANDIDATE,Barros et al. 2016,Transit,K2,Published Candidate,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m49.94s,+19d06m26.90s,2016-12-21,2016-10,2016-12-21,1,1.0,0.0,2016.0,0.0,45.38331501,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,4793.26,60.17,-60.17,0.0,0.815611,0.052,-0.045,0.0,0.77,0.0,4.50159,0.0748335,-0.0753969999999999,0.0,132.958077,19.1074714,466.711,8.153,-8.153,14.576,0.149,-0.149,12.427,0.02,-0.02,14.4803,0.000239,-0.000239,3437.017564300564,0.999992508422379,1.0000051103580343,3437.0,0.0006435947534171,4.142142066260961e-07,1.0000053174640575,1.0029066297683122,1.0029066297683122,0.9968203717881724
EPIC 211928959.01,EPIC 211928959,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m55.82s,+19d09m32.61s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,0.858462,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,4467.0,123.0,-123.0,0.0,0.840819,0.052,-0.045,0.0,0.7,0.0,4.43376,0.0748335,-0.0753969999999999,0.0,133.4825629,19.1590573,1177.15,143.66,-116.47,17.2548,0.0462,-0.0462,14.777,0.097,-0.097,16.8725,0.002484,-0.002484,3562.1099662699903,1.0021768504821296,0.9903002408312456,3597.0,0.072337580257099,0.0052327255174522,0.9929387153837216,1.2809877776443197,1.2809877776443197,0.630641327413318
EPIC 211929937.01,EPIC 211929937,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m42.81s,+19d10m25.68s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,3.4766506,8.2e-06,-8.2e-06,0.0,12.6,0.41,-0.4,0.0,1.12,0.037,-0.04,0.0,0.0,5298.0,114.835,-111.925,0.0,0.879,0.023,-0.013,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,129.1783954,19.1738012,514.449,10.0305,-10.0305,14.334,0.08,-0.08,12.351,0.025,-0.025,14.1754,0.00026,-0.00026,3438.791128909986,0.9999374693764226,0.999939264004067,3439.0,0.0016889878916549,2.852680098157148e-06,0.999940690429734,1.0068207621615717,1.0068207621615717,0.9933495204624035
EPIC 211934173.01,EPIC 211934173,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m45.87s,+19d14m16.07s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,0.520451,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,5298.0,114.835,-111.925,0.0,0.9,0.052,-0.045,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,129.6911414,19.2377968,284.828,26.598,-22.475,18.2343,0.046,-0.046,15.598,0.023,-0.023,18.1899,0.001924,-0.001924,108002.8524804317,1.000097483745639,0.9985378508004892,108161.0,0.0283997285893372,0.000806544583948,0.998941631961151,1.1412073321147609,1.1412073321147609,0.8581918829249195
EPIC 211939692.01,EPIC 211939692,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m36.45s,+19d19m12.67s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,6.4099755,0.00041,-0.00041,0.0,4.31,0.17,-0.19,0.0,0.385,0.015,-0.017,0.0,0.0,5298.0,114.835,-111.925,0.0,1.294,0.046,-0.029,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,128.401884,19.3201861,408.404,8.116,-7.812,11.529,0.019,-0.019,10.601,0.02,-0.02,11.718,0.000296,-0.000296,3425.9778140959297,0.9999982099408702,0.9999935242545036,3426.0,0.0001325230247416,1.7562352086679338e-08,0.9999935330357366,1.000522822154055,1.000522822154055,0.99935920758644
EPIC 211939692.02,EPIC 211939692,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m36.45s,+19d19m12.67s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,39.5438,0.0037,-0.0039,0.0,3.28,0.22,-0.24,0.0,0.293,0.02,-0.021,0.0,0.0,5298.0,114.835,-111.925,0.0,1.294,0.046,-0.029,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,128.401884,19.3201861,408.404,8.116,-7.812,11.529,0.019,-0.019,10.601,0.02,-0.02,11.718,0.000296,-0.000296,3425.9778140959297,0.9999982099408702,0.9999935242545036,3426.0,0.0001325230247416,1.7562352086679338e-08,0.9999935330357366,1.000522822154055,1.000522822154055,0.99935920758644
EPIC 211939692.03,EPIC 211939692,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m36.45s,+19d19m12.67s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,6.4099755,0.00041,-0.00041,0.0,3.26,0.16,-0.25,0.0,0.291,0.014,-0.022,0.0,0.0,5298.0,114.835,-111.925,0.0,1.294,0.046,-0.029,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,128.401884,19.3201861,408.404,8.116,-7.812,11.529,0.019,-0.019,10.601,0.02,-0.02,11.718,0.000296,-0.000296,3425.9778140959297,0.9999982099408702,0.9999935242545036,3426.0,0.0001325230247416,1.7562352086679338e-08,0.9999935330357366,1.000522822154055,1.000522822154055,0.99935920758644
EPIC 211939692.04,EPIC 211939692,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m36.45s,+19d19m12.67s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2019.0,0.0,26.8662,0.0056,-0.0056,0.0,2.95,0.18,-0.42,0.0,0.263,0.016,-0.037,0.0,0.0,5298.0,114.835,-111.925,0.0,1.294,0.046,-0.029,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,128.401884,19.3201861,408.404,8.116,-7.812,11.529,0.019,-0.019,10.601,0.02,-0.02,11.718,0.000296,-0.000296,3425.9778140959297,0.9999982099408702,0.9999935242545036,3426.0,0.0001325230247416,1.7562352086679338e-08,0.9999935330357366,1.000522822154055,1.000522822154055,0.99935920758644
EPIC 211941472.01,EPIC 211941472,CANDIDATE,Kruse et al. 2019,Transit,K2,Published Candidate,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m47.66s,+19d20m50.91s,2019-09-05,2019-09,2019-09-05,1,1.0,0.0,2016.0,0.0,5.7837,0.0012,-0.0011,0.0,1.38,0.37,-0.88,0.0,0.123,0.033,-0.079,0.0,0.0,5298.0,114.835,-111.925,0.0,1.31,0.33,-0.65,0.0,0.88,0.0,4.4805,0.0748335,-0.0753969999999999,0.0,130.4485798,19.3474745,289.342,4.6875,-4.574,11.992,0.069,-0.069,10.387,0.019,-0.019,11.8184,0.000209,-0.000209,3436.9989679386026,1.000000541465168,0.99999969972028,3437.0,7.355184324783096e-05,5.409873645153498e-09,0.9999997024252176,1.0003433712620444,1.0003433712620444,0.999697571113938
EPIC 211942157.01,EPIC 211942157,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m51.21s,+19d21m26.17s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,1.324292,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,7114.0,147.03,-121.94,0.0,2.71166,0.185517,-0.161609,0.0,1.58,0.0,3.77025,0.075153,-0.115451,0.0,132.7133566,19.3572704,1213.2,60.68,-55.28,12.129,0.045,-0.045,11.495,0.022,-0.022,12.0538,0.003607,-0.003607,3332.4482717601813,1.001834860463732,1.0028432957448634,3323.0,0.0685190584932697,0.0046948613768041,1.0051813454283878,1.361607266851207,1.361607266851207,0.6431100578359025
EPIC 211942755.01,EPIC 211942755,CANDIDATE,Zink et al. 2021,Transit,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m08.72s,+19d21m57.92s,2021-11-19,2021-12,2021-11-19,1,1.0,0.0,2021.0,0.0,19.729071,0.004777,-0.004473,0.0,2.239,0.173,-0.176,0.0,0.19975054,0.01543405,-0.0157017,0.0,0.0,4735.0,55.0,-55.0,0.0,0.712,0.022,-0.022,0.0,0.769,0.0,4.619,0.091,-0.091,0.0,124.5363137,19.3660902,349.289,3.5845,-3.5845,14.447,0.137,-0.137,12.02,0.02,-0.02,14.1142,0.00019,-0.00019,3442.9977779591864,1.0,0.9999993546207336,3443.0,0.000407466084087,1.6602860968120417e-07,0.9999994376350888,1.001950094028566,1.001950094028566,0.9984183602231992
EPIC 211945201 b,EPIC 211945201,CONFIRMED,Chakraborty et al. 2018,Transit,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h06m17.81s,+19d24m07.40s,2018-10-24,2018-12,2018-10-26,1,1.0,1.0,2018.0,0.0,19.49221,0.000666,-0.000653,0.0,5.76,0.3,-0.3,0.0,0.51387278,0.02676421,-0.02676421,0.0,0.0,6069.0,90.0,-90.0,0.0,1.39,0.02,-0.02,0.0,1.17,0.0,4.22,0.02,-0.02,0.0,136.5741931,19.4020565,181.69,1.295,-1.277,10.154,0.008,-0.008,8.837,0.02,-0.02,10.0512,0.000372,-0.000372,3386.994985803656,0.999998900461768,0.9999985195759244,3387.0,7.743982052050399e-05,5.99692580224787e-09,0.9999985225743916,1.0003835694468344,1.0003835694468344,0.9996168872258824
EPIC 211946007.01,EPIC 211946007,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h42m39.40s,+19d24m51.70s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2017.0,0.0,1.982809,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,3330.0,160.0,-160.0,0.0,0.291,0.02,-0.02,0.0,0.88,0.0,4.958,0.035,-0.035,0.0,130.6641653,19.4143598,185.731,4.985,-4.735,13.423,0.092,-0.092,13.499,0.043,-0.043,17.4158,0.001085,-0.001085,3374.8265093692457,1.000408267318488,0.9999485953686654,3375.0,0.008820390123629,7.779928193301366e-05,0.999987496252678,1.0407785743264228,1.0407785743264228,0.9592014347040396
EPIC 211953244.01,EPIC 211953244,CANDIDATE,Zink et al. 2021,Transit,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m03.17s,+19d31m15.50s,2021-11-19,2021-12,2021-11-19,1,1.0,0.0,2021.0,0.0,29.724674,0.008699,-0.0032,0.0,1.439,0.056,-0.067,0.0,0.1283792,0.00499599,-0.00597735,0.0,0.0,5339.0,24.0,-24.0,0.0,0.854,0.013,-0.014,0.0,0.869,0.0,4.515,0.037,-0.037,0.0,126.5132158,19.5209728,120.419,0.562,-0.556,11.278,0.013,-0.013,9.131,0.022,-0.022,10.7665,0.000324,-0.000324,3428.9971292716373,0.9999950783377642,0.9999991628088764,3429.0,0.0001195972481112,1.4303501755783522e-08,0.9999991699606332,1.0005504470018391,1.0005504470018391,0.9994411507030566
EPIC 211955798.01,EPIC 211955798,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m51.57s,+19d33m44.10s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,0.616444,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,4937.26,143.86,-143.86,0.0,0.750931,0.052,-0.045,0.0,0.81,0.0,4.59535,0.0748335,-0.0753969999999999,0.0,132.7148652,19.562251,544.461,22.088,-22.088,15.042,0.103,-0.103,12.62,0.025,-0.025,14.8598,0.000523,-0.000523,3644.619764874692,1.0011704547376348,0.999895683093194,3645.0,0.0037823377452969,1.4306078819497703e-05,0.9999028368532736,1.011168856272725,1.011168856272725,0.9885462382152592
EPIC 211964001.01,EPIC 211964001,FALSE POSITIVE,Yu et al. 2018,Transit,K2,Published Candidate,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m26.10s,+19d41m11.12s,2019-02-26,2018-07,2019-02-26,1,1.0,0.0,2018.0,0.0,7.218071,0.00041,-0.00041,0.0,2.57,0.24523316,-0.27,0.0,0.22928004,0.02187824,-0.02408783,0.0,0.0,6727.06,136.78,-131.97,0.0,1.67346,0.0632,-0.093514,0.0,1.433,0.0,4.14708,0.109285,-0.076164,0.0,130.1087556,19.6864229,187.293,2.438,-2.377,9.146,0.003,-0.003,8.365,0.018,-0.018,9.27202,0.000203,-0.000203,3613.142829462301,0.999996765717371,1.0000395320958486,3613.0,0.0017636682648371,3.1105257483938304e-06,1.0000410872960332,1.008648060845982,1.008648060845982,0.9912785620338532
